TreeRepresentative	ClusterID	GenomeID	Contig	ID	strand	start	end	DefenseSystem	Feature_type	gene	genomad_specificity_class	HMM_Annot_IDs	product_description	PlotLabel	fill
WP_007478353.1	VIII	GCF_000273235.1	NZ_JH724307.1	WP_007478355.1	-	188534	190780	NA	CDS	NA	NA	PF09563	LlaJI family restriction endonuclease	PF09563	else
WP_007478353.1	VIII	GCF_000273235.1	NZ_JH724307.1	WP_007478357.1	-	190795	192429	NA	CDS	NA	NA	PF07728	AAA family ATPase	PF07728	else
WP_007478353.1	VIII	GCF_000273235.1	NZ_JH724307.1	WP_007478358.1	-	192437	193552	NA	CDS	dcm	NA	PF00145	DNA (cytosine-5-)-methyltransferase	dcm	else
WP_007478353.1	VIII	GCF_000273235.1	NZ_JH724307.1	WP_007478359.1	-	193566	193775	NA	CDS	NA	NA	PF13443	helix-turn-helix transcriptional regulator	PF13443	else
WP_007478353.1	VIII	GCF_000273235.1	NZ_JH724307.1	WP_007478360.1	-	194015	194881	septu_type_I	CDS	NA	NA	PF01844	PtuB1	PtuB1	septu_type_I
WP_007478353.1	VIII	GCF_000273235.1	NZ_JH724307.1	WP_007478360.1	-	194015	194881	PDC-M01	CDS	NA	NA	PF01844	PDC-M01B	PDC-M01B	else
WP_007478353.1	VIII	GCF_000273235.1	NZ_JH724307.1	WP_007478361.1	-	194874	196808	PDC-M01	CDS	NA	NA	PF13304;PF18860	PDC-M01A	PDC-M01A	else
WP_007478353.1	VIII	GCF_000273235.1	NZ_JH724307.1	WP_007478361.1	-	194874	196808	septu_type_I	CDS	NA	NA	PF13304;PF18860	PtuA1	PtuA1	septu_type_I
WP_007478353.1	VIII	GCF_000273235.1	NZ_JH724307.1	WP_007478362.1	-	197247	198512	NA	CDS	NA	NA	PF07804;PF13657	type II toxin-antitoxin system HipA family toxin	PF07804;PF13657	else
WP_007478353.1	VIII	GCF_000273235.1	NZ_JH724307.1	WP_007478363.1	-	198516	198836	NA	CDS	NA	NA	PF13560	helix-turn-helix domain-containing protein	PF13560	else
WP_007478353.1	VIII	GCF_000273235.1	NZ_JH724307.1	WP_005924552.1	-	199874	201241	NA	CDS	NA	NA	PF02321	TolC family protein	PF02321	else
WP_218925677.1	IV	GCF_000283495.2	NC_015873.1	WP_157868794.1	+	938655	939083	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_218925677.1	IV	GCF_000283495.2	NC_015873.1	WP_014015779.1	+	939599	941005	DRT_class_II	CDS	NA	NA	PF00078	Drt2	Drt2	DRT_class_II
WP_218925677.1	IV	GCF_000283495.2	NC_015873.1	WP_041647109.1	+	941065	941415	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_218925677.1	IV	GCF_000283495.2	NC_015873.1	WP_014015780.1	+	941469	941627	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_218925677.1	IV	GCF_000283495.2	NC_015873.1	WP_198407954.1	+	942109	943005	NA	CDS	NA	PC	PF01844	HNH endonuclease signature motif containing protein	PF01844	else
WP_218925677.1	IV	GCF_000283495.2	NC_015873.1	WP_071821836.1	+	943233	943544	NA	CDS	NA	NA	PF01909	nucleotidyltransferase domain-containing protein	PF01909	else
WP_218925677.1	IV	GCF_000283495.2	NC_015873.1	WP_041647111.1	-	943682	944332	NA	CDS	NA	NA	PF00872	IS256 family transposase	PF00872	else
WP_218925677.1	IV	GCF_000283495.2	NC_015873.1	WP_014015783.1	+	944869	945636	NA	CDS	NA	NA	PF01210;PF02317	NAD/NADP octopine/nopaline dehydrogenase family protein	PF01210;PF02317	else
WP_218925677.1	IV	GCF_000283495.2	NC_015873.1	WP_071821837.1	+	945639	945962	NA	CDS	NA	NA	PF02317	NAD/NADP octopine/nopaline dehydrogenase family protein	PF02317	else
WP_218925677.1	IV	GCF_000283495.2	NC_015873.1	WP_014015785.1	+	946235	946708	NA	CDS	NA	NA	PF13274	Panacea domain-containing protein	PF13274	else
WP_218925677.1	IV	GCF_000283495.2	NC_015873.1	WP_014015786.1	+	946705	947277	NA	CDS	NA	VV	NA	hypothetical protein	hypothetical protein	phage
WP_218925677.1	IV	GCF_000283495.2	NC_015873.1	WP_014015787.1	+	947380	948600	NA	CDS	NA	NA	PF13304	AAA family ATPase	PF13304	else
WP_218925677.1	IV	GCF_000283495.2	NC_015873.1	WP_014015788.1	+	948618	949358	NA	CDS	NA	NA	PF18735	HEPN domain-containing protein	PF18735	else
WP_218925677.1	IV	GCF_000283495.2	NC_015873.1	WP_014015789.1	+	949866	951290	NA	CDS	wzx	NA	NA	O-unit flippase-like protein	wzx	else
WP_218925677.1	IV	GCF_000283495.2	NC_015873.1	WP_157868795.1	+	951467	952495	PDC-S21	CDS	NA	NA	PF16263	PDC-S21	PDC-S21	else
WP_218925677.1	IV	GCF_000283495.2	NC_015873.1	WP_014015791.1	+	952951	956661	tmn	CDS	NA	NA	PF20693	Tmn	Tmn	tmn
WP_218925677.1	IV	GCF_000283495.2	NC_015873.1	WP_014015792.1	+	956922	958436	NA	CDS	NA	NA	PF04326;PF13749	ATP-binding protein	PF04326;PF13749	else
WP_218925677.1	IV	GCF_000283495.2	NC_015873.1	WP_014015793.1	+	958509	958814	NA	CDS	NA	NA	NA	citrate transporter	citrate transporter	else
WP_218925677.1	IV	GCF_000283495.2	NC_015873.1	WP_014015794.1	+	958906	959961	ietAS	CDS	NA	NA	PF00004	IetA	IetA	ietAS
WP_218925677.1	IV	GCF_000283495.2	NC_015873.1	WP_014015795.1	+	959962	962217	ietAS	CDS	NA	NA	PF00082	IetS	IetS	ietAS
WP_218925677.1	IV	GCF_000283495.2	NC_015873.1	WP_232501489.1	+	962319	963482	NA	CDS	NA	NA	PF03600	SLC13 family permease	PF03600	else
WP_218925677.1	IV	GCF_000283495.2	NC_015873.1	WP_041647440.1	+	963741	964193	NA	CDS	NA	NA	PF04892	VanZ family protein	PF04892	else
WP_218925677.1	IV	GCF_000283495.2	NC_015873.1	WP_014015797.1	+	964272	965096	NA	CDS	NA	NA	PF13749	ATP-binding protein	PF13749	else
WP_218925677.1	IV	GCF_000283495.2	NC_015873.1	WP_157868796.1	+	965448	965600	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_218925677.1	IV	GCF_000283495.2	NC_015873.1	WP_014015798.1	+	965670	966473	NA	CDS	NA	NA	PF01966	HD domain-containing protein	PF01966	else
WP_218925677.1	IV	GCF_000283495.2	NC_015873.1	WP_014015799.1	+	966515	967444	NA	CDS	NA	NA	PF01370	NAD-dependent epimerase/dehydratase family protein	PF01370	else
WP_218925677.1	IV	GCF_000283495.2	NC_015873.1	WP_014015800.1	+	967526	968239	NA	CDS	pyrF	NA	PF00215	orotidine-5'-phosphate decarboxylase	pyrF	else
WP_218925677.1	IV	GCF_000283495.2	NC_015873.1	WP_014015801.1	+	968246	968833	NA	CDS	pyrE	CV	PF15609;TIGR01367;COG0461;K00762	orotate phosphoribosyltransferase, Thermus family	pyrE	else
WP_218925677.1	IV	GCF_000283495.2	NC_015873.1	WP_014015802.1	+	968858	969793	NA	CDS	NA	NA	NA	type II secretion system F family protein	type II secretion system F family protein	else
WP_218925677.1	IV	GCF_000283495.2	NC_015873.1	WP_014015803.1	+	969985	970482	NA	CDS	NA	NA	PF07833	copper amine oxidase N-terminal domain-containing protein	PF07833	else
WP_218925677.1	IV	GCF_000283495.2	NC_015873.1	WP_014015804.1	+	970690	971634	NA	CDS	NA	NA	PF00185;PF02729	aspartate carbamoyltransferase catalytic subunit	PF00185;PF02729	else
WP_000410316.1	VI	GCF_000298695.2	NZ_AJRC02000008.1	WP_000166425.1	-	44411	46624	NA	CDS	pnp	CC;CV	PF01138;K11600;COG0689;TIGR03591;PF01138;PF03725;K00989;TIGR01966;COG0689;PF01138;PF03726;PF03725;K00962;TIGR02696;COG1185;PF01138;TIGR02696;COG1185;PF03725;PF16005;TIGR03665;COG1094	3' exoribonuclease family, domain 1;3' exoribonuclease family, domain 2;arCOG04150 universal archaeal KH domain protein;guanosine pentaphosphate synthetase I/polynucleotide phosphorylase;ribonuclease PH	pnp	else
WP_000410316.1	VI	GCF_000298695.2	NZ_AJRC02000008.1	WP_008284314.1	-	47205	48071	NA	CDS	metF	CP	PF02219;K00297;TIGR00676;COG0685	5,10-methylenetetrahydrofolate reductase, prokaryotic form	metF	else
WP_000410316.1	VI	GCF_000298695.2	NZ_AJRC02000008.1	WP_000108231.1	-	48166	50415	NA	CDS	metE	CP	PF01717;PF08267	5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase	metE	else
WP_000410316.1	VI	GCF_000298695.2	NZ_AJRC02000008.1	WP_000797741.1	-	50676	50969	NA	CDS	NA	NA	PF01381	helix-turn-helix domain-containing protein	PF01381	else
WP_000410316.1	VI	GCF_000298695.2	NZ_AJRC02000008.1	GMD3S_RS10400	-	50959	51324	NA	CDS	NA	NA	NA	type II toxin-antitoxin system RelE/ParE family toxin	type II toxin-antitoxin system RelE/ParE family toxin	else
WP_000410316.1	VI	GCF_000298695.2	NZ_AJRC02000008.1	WP_001241798.1	-	51481	51846	NA	CDS	NA	NA	PF03013	TIGR02328 family protein	PF03013	else
WP_000410316.1	VI	GCF_000298695.2	NZ_AJRC02000008.1	WP_000435150.1	-	51830	52234	NA	CDS	NA	CP	PF08349;COG3272	Uncharacterized conserved protein YbgA, DUF1722 family	PF08349	else
WP_000410316.1	VI	GCF_000298695.2	NZ_AJRC02000008.1	WP_000450455.1	-	52327	53928	RM_type_I	CDS	NA	NA	PF02384;PF12161	MTase_I	MTase_I	RM_type_I
WP_000410316.1	VI	GCF_000298695.2	NZ_AJRC02000008.1	WP_000255407.1	-	53972	54727	PDC-S61	CDS	NA	NA	NA	PDC-S61	PDC-S61	else
WP_000410316.1	VI	GCF_000298695.2	NZ_AJRC02000008.1	WP_000138469.1	-	54746	56527	NA	CDS	NA	PP	PF07693;COG4928;TIGR02397	KAP family P-loop domain	PF07693	plasmid
WP_000410316.1	VI	GCF_000298695.2	NZ_AJRC02000008.1	WP_001113489.1	-	56556	57752	PDC-S34	CDS	NA	NA	NA	PDC-S34	PDC-S34	else
WP_000410316.1	VI	GCF_000298695.2	NZ_AJRC02000008.1	WP_000042200.1	-	57782	58999	RM_type_I	CDS	NA	NA	PF01420	Specificity_I	Specificity_I	RM_type_I
WP_000410316.1	VI	GCF_000298695.2	NZ_AJRC02000008.1	WP_000410316.1	-	58992	62948	tmn	CDS	NA	NA	PF20693	Tmn	Tmn	tmn
WP_000410316.1	VI	GCF_000298695.2	NZ_AJRC02000008.1	WP_000161227.1	-	63080	63841	NA	CDS	NA	CP	PF19775	DUF6261 family protein	PF19775	else
WP_000410316.1	VI	GCF_000298695.2	NZ_AJRC02000008.1	WP_000710794.1	-	63867	64082	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_000410316.1	VI	GCF_000298695.2	NZ_AJRC02000008.1	WP_029709017.1	-	64490	67483	RM_type_I	CDS	NA	NA	PF04313;PF12008;PF18766;PF22679	REase_I	REase_I	RM_type_I
WP_000410316.1	VI	GCF_000298695.2	NZ_AJRC02000008.1	WP_000076176.1	+	67596	68213	NA	CDS	NA	VC	COG0398	Uncharacterized membrane protein YdjX, TVP38/TMEM64 family, SNARE-associated domain	PF09335	else
WP_000410316.1	VI	GCF_000298695.2	NZ_AJRC02000008.1	WP_000164293.1	-	68492	69379	NA	CDS	scrK	NA	PF00480	fructokinase ScrK	scrK	else
WP_000410316.1	VI	GCF_000298695.2	NZ_AJRC02000008.1	WP_000185530.1	-	69538	71433	NA	CDS	NA	NA	PF00358;PF00367;PF02378	sucrose-specific PTS transporter subunit IIBC	PF00358;PF00367;PF02378	else
WP_000410316.1	VI	GCF_000298695.2	NZ_AJRC02000008.1	WP_000455345.1	+	71811	73265	NA	CDS	NA	NA	PF00251;PF08244	sucrose-6-phosphate hydrolase	PF00251;PF08244	else
WP_000410316.1	VI	GCF_000298695.2	NZ_AJRC02000008.1	WP_000225984.1	+	73246	74211	NA	CDS	NA	NA	PF00356;PF13377	LacI family DNA-binding transcriptional regulator	PF00356;PF13377	else
WP_000410316.1	VI	GCF_000298695.2	NZ_AJRC02000008.1	WP_000704366.1	-	74246	75520	NA	CDS	NA	CP	PF00368	hydroxymethylglutaryl-CoA reductase%2C degradative	PF00368	else
WP_000410316.1	VI	GCF_000298695.2	NZ_AJRC02000008.1	WP_008289040.1	-	75520	76692	NA	CDS	NA	CP	PF08540;PF08540;PF01154;K01641;TIGR01833;COG3425;PF08540;PF01154;K15311;TIGR01833;COG3425	3-hydroxy-3-methylglutaryl-CoA-synthase, eukaryotic clade;Hydroxymethylglutaryl-coenzyme A synthase C terminal	PF01154;PF08540	else
WP_000410316.1	VI	GCF_000298695.2	NZ_AJRC02000008.1	WP_000176909.1	-	76811	77266	NA	CDS	NA	CP	PF12821;COG3610	Uncharacterized membrane protein YjjB, DUF3815 family	PF12821	else
WP_017415763.1	IV	GCF_000300195.1	NZ_AMQH01000012.1	WP_017415744.1	+	238710	238871	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_017415763.1	IV	GCF_000300195.1	NZ_AMQH01000012.1	WP_017415745.1	+	239217	239375	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_017415763.1	IV	GCF_000300195.1	NZ_AMQH01000012.1	WP_017415746.1	+	239378	240322	NA	CDS	NA	VV	PF09588;COG5377;TIGR03033	Phage-related protein, predicted endonuclease	PF09588	phage
WP_017415763.1	IV	GCF_000300195.1	NZ_AMQH01000012.1	WP_017415747.1	+	240325	240795	NA	CDS	NA	NA	PF03837	recombinase RecT	PF03837	integrase
WP_017415763.1	IV	GCF_000300195.1	NZ_AMQH01000012.1	WP_085959904.1	-	240792	241687	NA	CDS	NA	NA	PF00665;PF01527;PF13276	IS3 family transposase	PF00665;PF01527;PF13276	else
WP_017415763.1	IV	GCF_000300195.1	NZ_AMQH01000012.1	WP_085959904.1	-	241687	241987	NA	CDS	NA	NA	PF00665;PF01527;PF13276	IS3 family transposase	PF00665;PF01527;PF13276	else
WP_017415763.1	IV	GCF_000300195.1	NZ_AMQH01000012.1	WP_017415750.1	+	242289	242531	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_017415763.1	IV	GCF_000300195.1	NZ_AMQH01000012.1	WP_192812665.1	+	242920	243144	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_017415763.1	IV	GCF_000300195.1	NZ_AMQH01000012.1	WP_017415753.1	-	244087	244305	NA	CDS	NA	PC	PF11148	DUF2922 domain-containing protein	PF11148	else
WP_017415763.1	IV	GCF_000300195.1	NZ_AMQH01000012.1	WP_017415754.1	-	244366	244593	NA	CDS	NA	PC	PF07872	DUF1659 domain-containing protein	PF07872	else
WP_017415763.1	IV	GCF_000300195.1	NZ_AMQH01000012.1	WP_242825998.1	+	246234	246371	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_017415763.1	IV	GCF_000300195.1	NZ_AMQH01000012.1	WP_017415759.1	+	246809	248602	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_017415763.1	IV	GCF_000300195.1	NZ_AMQH01000012.1	WP_017415760.1	+	248977	250476	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_017415763.1	IV	GCF_000300195.1	NZ_AMQH01000012.1	WP_017415761.1	-	250717	251298	NA	CDS	NA	NA	PF04542	sigma-70 family RNA polymerase sigma factor	PF04542	else
WP_017415763.1	IV	GCF_000300195.1	NZ_AMQH01000012.1	WP_017415762.1	+	251367	252086	NA	CDS	NA	NA	PF01476;PF01520	N-acetylmuramoyl-L-alanine amidase	PF01476;PF01520	else
WP_017415763.1	IV	GCF_000300195.1	NZ_AMQH01000012.1	WP_017415763.1	+	253073	256849	tmn	CDS	NA	NA	PF20693	Tmn	Tmn	tmn
WP_017415763.1	IV	GCF_000300195.1	NZ_AMQH01000012.1	C661_RS21870	+	257152	258177	NA	CDS	NA	NA	NA	FAD-dependent oxidoreductase	FAD-dependent oxidoreductase	else
WP_017415763.1	IV	GCF_000300195.1	NZ_AMQH01000012.1	WP_017415765.1	+	258322	258708	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_017415763.1	IV	GCF_000300195.1	NZ_AMQH01000012.1	WP_017415766.1	+	259132	262563	NA	CDS	NA	CP	PF13420;TIGR04431;COG3818;K03825	aminoglycoside N(6')-acetyltransferase, AacA4 family	PF00583	else
WP_017415763.1	IV	GCF_000300195.1	NZ_AMQH01000012.1	WP_192812666.1	-	262603	262791	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_017415763.1	IV	GCF_000300195.1	NZ_AMQH01000012.1	NZ_AMQH01000012.1:263648..263922	+	263648	263922	NA	binding_site	NA	NA	NA	T-box leader	binding_site	binding_site
WP_017415763.1	IV	GCF_000300195.1	NZ_AMQH01000012.1	WP_017415767.1	+	264115	264333	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_017415763.1	IV	GCF_000300195.1	NZ_AMQH01000012.1	WP_017415768.1	+	264348	265340	NA	CDS	ilvC	NA	PF01450;PF07991	ketol-acid reductoisomerase	ilvC	else
WP_017415763.1	IV	GCF_000300195.1	NZ_AMQH01000012.1	WP_017415769.1	+	265353	267008	NA	CDS	ilvD	NA	PF00920;PF24877	dihydroxy-acid dehydratase	ilvD	else
WP_017415763.1	IV	GCF_000300195.1	NZ_AMQH01000012.1	WP_017415770.1	+	267029	268675	NA	CDS	ilvB	NA	PF00205;PF02775;PF02776	biosynthetic-type acetolactate synthase large subunit	ilvB	else
WP_017415763.1	IV	GCF_000300195.1	NZ_AMQH01000012.1	WP_017415771.1	+	268701	269522	NA	CDS	NA	NA	PF01063	aminotransferase class IV	PF01063	else
WP_017415763.1	IV	GCF_000300195.1	NZ_AMQH01000012.1	WP_017415772.1	+	269825	271039	NA	CDS	ilvA	NA	PF00291	threonine ammonia-lyase	ilvA	else
WP_017415763.1	IV	GCF_000300195.1	NZ_AMQH01000012.1	WP_192812667.1	+	271220	271372	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_001288038.1	III	GCF_000301835.1	NZ_AMHA01000121.1	WP_000994374.1	-	51232	52365	NA	CDS	tcuB	CP	PF02665;PF13484;K13795;TIGR02484;COG2181	CitB domain protein	tcuB	else
WP_001288038.1	III	GCF_000301835.1	NZ_AMHA01000121.1	WP_000543961.1	-	52355	53761	NA	CDS	tcuA	NA	PF00890	FAD-dependent tricarballylate dehydrogenase TcuA	tcuA	else
WP_001288038.1	III	GCF_000301835.1	NZ_AMHA01000121.1	WP_000421133.1	-	53865	54794	NA	CDS	NA	NA	PF00126;PF03466	LysR family transcriptional regulator	PF00126;PF03466	else
WP_001288038.1	III	GCF_000301835.1	NZ_AMHA01000121.1	WP_000749497.1	-	54927	55721	NA	CDS	NA	NA	PF13531	substrate-binding domain-containing protein	PF13531	else
WP_001288038.1	III	GCF_000301835.1	NZ_AMHA01000121.1	WP_000383636.1	-	55814	57124	NA	CDS	NA	NA	PF07690	MFS transporter	PF07690	else
WP_001288038.1	III	GCF_000301835.1	NZ_AMHA01000121.1	WP_000403829.1	-	57403	58332	NA	CDS	NA	NA	PF00126;PF03466	LysR family transcriptional regulator	PF00126;PF03466	else
WP_001288038.1	III	GCF_000301835.1	NZ_AMHA01000121.1	WP_000807284.1	-	58450	59058	NA	CDS	NA	NA	PF01810	LysE family translocator	PF01810	else
WP_001288038.1	III	GCF_000301835.1	NZ_AMHA01000121.1	WP_000572821.1	+	59314	60186	NA	CDS	NA	NA	PF00126;PF03466	LysR family transcriptional regulator	PF00126;PF03466	else
WP_001288038.1	III	GCF_000301835.1	NZ_AMHA01000121.1	WP_000031355.1	+	60553	61539	NA	CDS	NA	NA	PF08908	DUF1852 domain-containing protein	PF08908	else
WP_001288038.1	III	GCF_000301835.1	NZ_AMHA01000121.1	WP_000735351.1	+	61561	62604	NA	CDS	NA	NA	PF01717	methionine synthase	PF01717	else
WP_001288038.1	III	GCF_000301835.1	NZ_AMHA01000121.1	WP_000249482.1	+	62790	63281	NA	CDS	NA	CP	PF01613;K09024;TIGR03615;COG1853;PF01613;K21185;TIGR03615;COG1853;PF01613;K23462;TIGR03615;COG1853;PF01613;TIGR02296;K21185;COG1853	4-hydroxyphenylacetate 3-monooxygenase, reductase component;pyrimidine utilization flavin reductase protein F	PF01613	else
WP_001288038.1	III	GCF_000301835.1	NZ_AMHA01000121.1	WP_002077896.1	+	63962	64513	NA	CDS	NA	NA	PF00440	TetR/AcrR family transcriptional regulator	PF00440	else
WP_001288038.1	III	GCF_000301835.1	NZ_AMHA01000121.1	WP_001288038.1	-	64952	68740	tmn	CDS	NA	NA	PF20693	Tmn	Tmn	tmn
WP_001288038.1	III	GCF_000301835.1	NZ_AMHA01000121.1	WP_000091898.1	-	68975	69304	NA	CDS	NA	PC	PF17074	Darcynin, domain of unknown function	PF17074	else
WP_001288038.1	III	GCF_000301835.1	NZ_AMHA01000121.1	WP_000005247.1	+	69426	70025	NA	CDS	NA	NA	PF00440	TetR/AcrR family transcriptional regulator	PF00440	else
WP_001288038.1	III	GCF_000301835.1	NZ_AMHA01000121.1	WP_249308984.1	-	70465	71163	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_001288038.1	III	GCF_000301835.1	NZ_AMHA01000121.1	WP_001103916.1	-	71449	72312	NA	CDS	NA	PC	PF03466;PF00126;TIGR02424;COG0583;K11921	pca operon transcription factor PcaQ	PF00126;PF03466	else
WP_001288038.1	III	GCF_000301835.1	NZ_AMHA01000121.1	WP_000208335.1	+	72537	73430	NA	CDS	NA	NA	PF02567	PhzF family isomerase	PF02567	else
WP_001288038.1	III	GCF_000301835.1	NZ_AMHA01000121.1	B740_RS19510	+	73516	73635	NA	CDS	NA	NA	NA	TetR/AcrR family transcriptional regulator	TetR/AcrR family transcriptional regulator	else
WP_001288038.1	III	GCF_000301835.1	NZ_AMHA01000121.1	WP_000470110.1	-	73745	76669	NA	CDS	NA	NA	NA	beta strand repeat-containing protein	beta strand repeat-containing protein	else
WP_001288038.1	III	GCF_000301835.1	NZ_AMHA01000121.1	WP_000025823.1	-	77502	78785	NA	CDS	NA	NA	PF00268	ribonucleotide-diphosphate reductase subunit beta	PF00268	else
WP_001288038.1	III	GCF_000301835.1	NZ_AMHA01000121.1	WP_000465010.1	-	78923	79057	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_001288038.1	III	GCF_000301835.1	NZ_AMHA01000121.1	WP_000111540.1	-	79114	81948	NA	CDS	NA	NA	PF00317;PF02867;PF03477	ribonucleoside-diphosphate reductase subunit alpha	PF00317;PF02867;PF03477	else
WP_001288038.1	III	GCF_000301835.1	NZ_AMHA01000121.1	WP_000143214.1	+	82278	82484	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_001288038.1	III	GCF_000301835.1	NZ_AMHA01000121.1	WP_000076440.1	+	82481	83197	NA	CDS	bfmR	NA	PF00072;PF00486	response regulator transcription factor BfmR	bfmR	else
WP_019214237.1	VI	GCF_000312505.2	NZ_HG326226.1	WP_019214224.1	+	77517	79265	NA	CDS	NA	CC	PF07611	polysaccharide deacetylase family protein	PF01522	else
WP_019214237.1	VI	GCF_000312505.2	NZ_HG326226.1	WP_019214225.1	+	79234	79914	NA	CDS	NA	NA	PF01648	4'-phosphopantetheinyl transferase family protein	PF01648	else
WP_019214237.1	VI	GCF_000312505.2	NZ_HG326226.1	WP_019214226.1	+	79918	80379	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_019214237.1	VI	GCF_000312505.2	NZ_HG326226.1	WP_019214227.1	+	80471	81289	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_019214237.1	VI	GCF_000312505.2	NZ_HG326226.1	WP_019214228.1	+	81282	81677	NA	CDS	NA	NA	PF08797	HIRAN domain-containing protein	PF08797	else
WP_019214237.1	VI	GCF_000312505.2	NZ_HG326226.1	WP_019214229.1	+	81703	82194	NA	CDS	NA	NA	PF04191	methyltransferase family protein	PF04191	else
WP_019214237.1	VI	GCF_000312505.2	NZ_HG326226.1	WP_019214230.1	+	82265	82549	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_019214237.1	VI	GCF_000312505.2	NZ_HG326226.1	WP_019214231.1	+	82635	83168	NA	CDS	NA	CP	PF00857;COG1335;TIGR03614;K09020	Nicotinamidase-related amidase	PF00857	else
WP_019214237.1	VI	GCF_000312505.2	NZ_HG326226.1	WP_019214232.1	+	83230	84597	NA	CDS	NA	NA	PF00395;PF14903	S-layer homology domain-containing protein	PF00395;PF14903	else
WP_019214237.1	VI	GCF_000312505.2	NZ_HG326226.1	WP_019214233.1	+	84735	86909	PifA	CDS	NA	NA	PF07693	PifA	PifA	PifA
WP_019214237.1	VI	GCF_000312505.2	NZ_HG326226.1	WP_019214234.1	+	86966	88036	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_019214237.1	VI	GCF_000312505.2	NZ_HG326226.1	WP_026880652.1	+	88291	89550	NA	CDS	NA	NA	PF01555	site-specific DNA-methyltransferase	PF01555	else
WP_019214237.1	VI	GCF_000312505.2	NZ_HG326226.1	WP_019214236.1	+	89537	89986	NA	CDS	NA	NA	NA	tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG	tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG	else
WP_019214237.1	VI	GCF_000312505.2	NZ_HG326226.1	WP_034450421.1	+	89983	91449	NA	CDS	NA	NA	PF04851	DEAD/DEAH box helicase	PF04851	else
WP_019214237.1	VI	GCF_000312505.2	NZ_HG326226.1	WP_242824746.1	+	91452	92189	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_019214237.1	VI	GCF_000312505.2	NZ_HG326226.1	WP_019214237.1	+	92195	95935	tmn	CDS	NA	NA	PF20693	Tmn	Tmn	tmn
WP_019214237.1	VI	GCF_000312505.2	NZ_HG326226.1	WP_019214238.1	-	96001	96687	NA	CDS	NA	NA	PF01259	phosphoribosylaminoimidazolesuccinocarboxamide synthase	PF01259	else
WP_019214237.1	VI	GCF_000312505.2	NZ_HG326226.1	WP_019214239.1	+	96869	97807	NA	CDS	NA	NA	PF00005;PF13732	ABC transporter ATP-binding protein	PF00005;PF13732	else
WP_019214237.1	VI	GCF_000312505.2	NZ_HG326226.1	WP_019214240.1	+	97863	98906	NA	CDS	NA	CC	COG1668;PF12051;COG1668;TIGR03062;K09696;PF12698;COG1668;TIGR03062;K09696	ABC-type Na+ efflux pump, permease component	PF12698	else
WP_019214237.1	VI	GCF_000312505.2	NZ_HG326226.1	WP_019214241.1	+	98893	100002	NA	CDS	NA	CC;CP	COG1668;PF12051;COG1668;TIGR00025;K09696	ABC-type Na+ efflux pump, permease component	PF12698	else
WP_019214237.1	VI	GCF_000312505.2	NZ_HG326226.1	WP_019214242.1	+	100116	100772	NA	CDS	NA	CP	PF04402;K09807;COG3471	Predicted secreted (periplasmic) protein	PF04402	else
WP_019214237.1	VI	GCF_000312505.2	NZ_HG326226.1	WP_019214243.1	+	100772	101173	NA	CDS	NA	NA	PF00583	GNAT family N-acetyltransferase	PF00583	else
WP_019214237.1	VI	GCF_000312505.2	NZ_HG326226.1	WP_019214244.1	+	101183	101443	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
